ID,Delay
972,12.9
973,10.3
974,12.45
975,28.98
976,20.74
977,14.8
978,18.68
979,12.77
980,22.95
981,20.07
982,23.11
983,17.22
984,22.98
985,9.87
986,23.17
987,33.52
988,10.14
989,13.86
990,15.35
991,10.29
992,16.18
993,5.59
994,13.15
995,13.87
996,13.0
997,29.76
998,20.46
999,6.38
1000,24.73
1001,16.94
1002,18.9
1003,16.64
1004,25.53
1005,5.66
1006,29.3
1007,14.15
1008,19.81
1009,27.49
1010,25.96
1011,17.38
1012,24.43
1013,16.18
1014,17.43
1015,20.28
1016,14.26
1017,20.42
1018,19.09
1019,15.68
1020,25.9
1021,19.89
1022,21.27
1023,18.84
1024,17.68
1025,15.64
1026,21.2
1027,19.24
1028,13.16
1029,13.35
1030,19.52
1031,19.99
1032,17.99
1033,5.64
1034,17.34
1035,5.84
1036,14.34
1037,11.71
1038,15.45
1039,18.54
1040,21.28
1041,23.92
1042,33.03
1043,23.16
1044,18.47
1045,28.31
1046,19.97
1047,17.33
1048,25.84
1049,16.64
1050,30.42
1051,11.95
1052,10.62
1053,25.15
1054,21.12
1055,13.2
1056,26.25
1057,17.01
1058,33.49
1059,18.09
1060,29.14
1061,16.51
1062,16.19
1063,20.83
1064,24.96
1065,15.71
1066,19.4
1067,20.13
1068,13.58
1069,10.44
1070,1.11
1071,12.06
1072,15.43
1073,22.85
1074,7.1
1075,22.47
1076,14.93
1077,0.74
1078,0.74
1079,15.39
1080,11.75
1081,16.3
1082,15.74
1083,7.25
1084,7.34
1085,13.67
1086,19.15
1087,15.73
1088,19.42
1089,28.08
1090,35.15
1091,16.19
1092,9.1
1093,14.68
1094,24.31
1095,16.96
1096,32.78
1097,24.79
1098,7.39
1099,4.62
1100,5.9
1101,14.13
1102,9.43
1103,4.86
1104,18.27
1105,14.59
1106,10.88
1107,12.01
1108,7.62
1109,14.34
1110,6.36
1111,3.73
1112,8.97
1113,18.15
1114,24.06
1115,13.65
1116,21.98
1117,25.65
1118,11.05
1119,19.2
1120,1.68
1121,24.94
1122,24.64
1123,20.48
1124,16.47
1125,10.94
1126,11.66
1127,20.55
1128,21.59
1129,10.73
1130,20.34
1131,20.67
1132,12.25
1133,8.37
1134,20.22
1135,22.98
1136,21.41
1137,26.12
1138,11.75
1139,7.39
1140,8.38
1141,21.42
1142,6.39
1143,17.15
1144,15.78
1145,13.51
1146,18.74
1147,23.72
1148,13.19
1149,8.65
1150,12.16
1151,13.5
1152,14.99
1153,16.01
1154,11.68
1155,5.32
1156,36.33
1157,6.35
1158,25.2
1159,14.78
1160,19.5
1161,18.16
1162,13.25
1163,18.65
1164,7.69
1165,13.94
1166,29.9
1167,21.13
1168,10.91
1169,6.35
1170,11.13
1171,14.74
1172,8.16
1173,14.5
1174,13.1
1175,31.3
1176,5.66
1177,6.12
1178,10.25
1179,10.84
1180,4.11
1181,14.75
1182,5.69
1183,11.35
1184,22.43
1185,11.58
1186,11.33
1187,10.16
1188,3.93
1189,3.3
1190,23.78
1191,10.69
1192,6.12
1193,10.15
1194,15.05
1195,9.36
1196,9.54
1197,8.65
1198,7.57
1199,5.4
1200,9.47
1201,2.85
1202,9.1
1203,13.33
1204,5.45
1205,11.37
1206,5.14
1207,12.89
1208,10.78
1209,10.31
1210,8.14
1211,4.47
1212,11.5
1213,2.69
1214,3.19
1215,3.13
1216,38.99
1217,5.92
1218,38.97
1219,39.41
1220,10.29
1221,39.39
1222,6.35
1223,26.91
1224,5.93
1225,8.36
1226,7.95
1227,7.71
1228,7.72
1229,7.62
1230,14.89
1231,12.74
1232,1.04
1233,12.79
1234,14.73
1235,13.45
1236,16.01
1237,7.71
1238,5.38
1239,13.53
1240,4.51
1241,8.35
1242,12.76
1243,15.35
1244,3.61
1245,10.72
1246,11.04
1247,28.29
1248,3.71
1249,18.01
1250,6.91
1251,30.19
1252,4.82
1253,3.04
1254,7.8
1255,14.56
1256,8.3
1257,6.07
1258,11.35
1259,24.66
1260,18.62
1261,6.26
1262,12.08
1263,1.07
1264,7.68
1265,5.91
1266,11.97
1267,16.64
1268,24.58
1269,11.16
1270,12.02
1271,12.92
1272,16.01
1273,1.3
1274,1.78
1275,21.09
1276,12.99
1277,20.78
1278,6.42
1279,20.01
1280,7.99
1281,22.36
1282,16.84
1283,8.37
1284,8.78
1285,18.26
1286,13.51
1287,7.17
1288,11.3
1289,0.11
1290,11.42
1291,11.97
1292,10.15
1293,26.18
1294,13.97
1295,9.74
1296,12.39
1297,6.55
1298,13.94
1299,8.36
1300,1.23
1301,22.23
1302,10.55
1303,8.4
1304,19.73
1305,6.3
1306,9.56
1307,11.79
1308,4.02
1309,10.43
1310,9.19
1311,13.94
1312,23.0
1313,10.72
1314,8.6
1315,7.87
1316,11.63
1317,4.62
1318,35.83
1319,9.14
1320,14.41
1321,1.26
1322,11.74
1323,15.95
1324,2.48
1325,23.62
1326,7.95
1327,16.81
1328,12.77
1329,14.91
1330,16.02
1331,33.81
1332,17.98
1333,13.11
1334,0.48
1335,14.9
1336,17.89
1337,17.83
1338,11.2
1339,0.68
1340,6.18
1341,21.28
1342,15.03
1343,5.12
1344,4.9
1345,20.1
1346,0.39
1347,33.07
1348,17.64
1349,12.91
1350,2.36
1351,7.11
1352,12.1
1353,7.55
1354,15.86
1355,10.71
1356,18.18
1357,17.96
1358,13.48
1359,13.34
1360,6.69
1361,7.68
1362,9.5
1363,14.68
1364,10.6
1365,11.18
1366,10.62
1367,32.1
1368,16.6
1369,13.44
1370,0.13
1371,0.13
1372,8.02
1373,24.04
1374,26.99
1375,6.81
1376,8.17
1377,8.18
1378,1.51
1379,14.19
1380,4.41
1381,10.05
1382,24.29
1383,8.68
1384,6.61
1385,9.52
1386,13.0
1387,8.26
1388,14.35
1389,10.97
1390,6.49
1391,8.34
1392,10.82
1393,12.06
1394,17.22
1395,5.96
1396,16.61
1397,6.74
1398,0.33
1399,16.37
1400,0.01
1401,0.35
1402,1.06
1403,18.06
1404,13.91
1405,7.61
1406,9.5
1407,0.02
1408,0.14
1409,24.05
1410,15.58
1411,8.29
1412,2.56
1413,12.49
1414,38.48
1415,8.39
1416,10.72
1417,24.19
1418,7.81
1419,20.92
1420,9.29
1421,23.11
1422,12.8
1423,9.59
1424,14.82
1425,18.27
1426,14.37
1427,11.74
1428,14.92
1429,11.27
1430,11.96
1431,7.69
1432,4.29
1433,8.19
1434,6.25
1435,3.99
1436,8.49
1437,8.95
1438,8.21
1439,6.17
1440,7.69
1441,7.69
1442,9.81
1443,10.78
1444,0.93
1445,9.18
1446,7.62
1447,9.92
1448,3.5
1449,12.24
1450,8.76
1451,17.62
1452,1.92
1453,7.91
1454,27.06
1455,7.99
1456,13.24
1457,7.67
1458,12.9
1459,7.82
1460,8.2
1461,5.79
1462,13.8
1463,24.06
1464,14.67
1465,2.36
1466,7.22
1467,10.25
1468,7.92
1469,5.83
1470,8.75
1471,13.6
1472,7.23
1473,2.51
1474,3.81
1475,10.76
1476,27.58
1477,2.67
1478,8.49
1479,5.14
1480,5.56
1481,12.41
1482,14.08
1483,8.84
1484,9.38
1485,11.58
1486,11.87
1487,8.54
1488,10.82
1489,11.47
1490,9.01
1491,9.38
1492,7.01
1493,6.75
1494,6.84
1495,4.88
1496,7.45
1497,13.47
1498,2.97
1499,2.62
1500,10.27
1501,14.5
1502,7.72
1503,2.33
1504,8.25
1505,7.24
1506,13.16
1507,14.26
1508,8.85
1509,2.94
1510,16.81
1511,16.06
1512,5.59
1513,9.62
1514,9.14
1515,14.62
1516,12.02
1517,12.36
1518,9.88
1519,15.19
1520,12.29
1521,10.03
1522,29.8
1523,17.12
1524,15.24
1525,15.86
1526,10.56
1527,2.05
1528,13.51
1529,2.19
1530,11.94
1531,12.8
1532,24.85
1533,3.27
1534,17.1
1535,10.78
1536,15.44
1537,10.21
1538,13.09
1539,8.61
1540,14.39
1541,2.25
1542,4.83
1543,5.05
1544,18.66
1545,6.2
1546,6.16
1547,17.56
1548,12.45
1549,9.72
1550,3.31
1551,11.54
1552,13.69
1553,11.69
1554,19.46
1555,13.43
1556,12.54
1557,30.51
1558,14.3
1559,15.74
1560,14.39
1561,7.63
1562,29.28
1563,13.46
1564,31.52
1565,12.66
1566,13.56
1567,14.3
1568,6.75
1569,30.94
1570,13.48
1571,9.64
1572,16.91
1573,16.64
1574,9.73
1575,7.99
1576,8.35
1577,9.61
1578,8.44
1579,9.15
1580,5.71
1581,11.87
1582,14.08
1583,1.79
1584,11.88
1585,16.02
1586,7.28
1587,0.0
1588,10.96
1589,10.32
1590,10.29
1591,11.67
1592,10.96
1593,2.26
1594,11.87
1595,1.53
1596,23.3
1597,9.38
1598,9.96
1599,15.78
1600,13.71
1601,7.18
1602,12.56
1603,13.79
1604,14.7
1605,6.36
1606,6.12
1607,11.21
1608,5.09
1609,2.49
1610,8.15
1611,10.08
1612,13.51
1613,0.5
1614,12.99
1615,7.02
1616,16.17
1617,12.82
1618,12.31
1619,13.35
1620,2.06
1621,14.24
1622,8.47
1623,15.3
1624,9.61
1625,26.16
1626,10.87
1627,21.61
1628,15.93
1629,20.76
1630,9.99
1631,15.04
1632,12.72
1633,12.09
1634,13.75
1635,23.41
1636,10.35
1637,12.68
1638,27.56
1639,3.43
1640,16.23
1641,34.1
1642,8.45
1643,0.0
1644,0.03
1645,35.57
1646,6.75
1647,8.09
1648,0.23
1649,8.33
1650,16.48
1651,23.02
1652,7.19
1653,10.69
1654,10.5
1655,15.11
1656,8.9
1657,14.94
1658,8.88
1659,8.48
1660,4.74
1661,30.11
1662,17.36
1663,16.92
1664,12.41
1665,6.23
1666,9.47
1667,12.0
1668,6.56
1669,7.09
1670,7.77
1671,6.56
1672,5.19
1673,17.23
1674,15.66
1675,14.85
1676,15.04
1677,15.04
1678,7.12
1679,16.57
1680,17.95
1681,15.43
1682,15.2
1683,9.19
1684,14.65
1685,11.35
1686,9.8
1687,14.75
1688,6.8
1689,18.96
1690,0.22
1691,8.1
1692,8.27
1693,0.58
1694,5.53
1695,16.36
1696,7.16
1697,31.46
1698,8.36
1699,19.18
1700,6.33
1701,4.19
1702,9.01
1703,19.19
1704,11.93
1705,3.48
1706,6.06
1707,14.56
1708,3.78
1709,16.41
1710,19.57
1711,13.37
1712,2.16
1713,30.8
1714,12.53
1715,15.02
1716,7.23
1717,11.73
1718,23.98
1719,20.1
1720,22.15
1721,12.86
1722,0.16
1723,3.98
1724,3.04
1725,1.65
1726,0.61
1727,2.56
1728,5.84
1729,17.03
1730,7.57
1731,6.18
1732,9.3
1733,13.43
1734,15.79
1735,3.54
1736,8.07
1737,5.92
1738,2.05
1739,13.04
1740,6.46
1741,6.96
1742,7.64
1743,2.43
1744,11.73
1745,21.3
1746,12.97
1747,5.56
1748,10.49
1749,11.34
1750,10.86
1751,11.54
1752,6.24
1753,12.62
1754,11.22
1755,11.94
1756,12.46
1757,10.07
1758,7.26
1759,11.73
1760,8.37
1761,15.66
1762,35.76
1763,12.24
1764,8.23
1765,13.5
1766,9.68
1767,7.47
1768,5.91
1769,12.35
1770,14.63
1771,10.41
1772,13.74
1773,9.91
1774,11.86
1775,17.69
1776,13.86
1777,8.37
1778,17.25
1779,14.44
1780,9.69
1781,7.87
1782,8.39
1783,11.77
1784,47.57
1785,11.77
1786,4.26
1787,10.27
1788,10.87
1789,10.17
1790,6.84
1791,10.17
1792,12.53
1793,10.37
1794,12.77
1795,21.23
1796,27.86
1797,14.79
1798,16.18
1799,8.77
1800,12.59
1801,17.1
1802,11.96
1803,14.95
1804,12.73
1805,23.21
1806,9.68
1807,15.29
1808,15.47
1809,19.98
1810,10.66
1811,11.78
1812,8.64
1813,11.77
1814,10.79
1815,11.45
1816,17.52
1817,10.66
1818,14.81
1819,6.0
1820,10.49
1821,14.2
1822,6.06
1823,8.07
1824,9.48
1825,15.49
1826,16.76
1827,12.75
1828,20.98
1829,17.23
1830,20.0
1831,16.8
1832,6.22
1833,6.76
1834,5.39
1835,16.24
1836,2.26
1837,23.38
1838,20.18
1839,5.99
1840,23.16
1841,22.57
1842,8.25
1843,15.15
1844,20.8
1845,2.56
1846,11.51
1847,12.3
1848,17.02
1849,17.03
1850,8.91
1851,15.22
1852,15.06
1853,9.27
1854,3.77
1855,7.94
1856,16.47
1857,16.83
1858,7.02
1859,10.08
1860,16.67
1861,13.84
1862,6.54
1863,9.31
1864,11.21
1865,8.86
1866,17.8
1867,9.11
1868,0.09
1869,15.14
1870,14.24
1871,5.27
1872,0.09
1873,15.66
1874,15.94
1875,12.02
1876,14.55
1877,10.65
1878,16.95
1879,18.01
1880,25.19
1881,23.37
1882,18.64
1883,9.26
1884,16.46
1885,23.76
1886,13.21
1887,16.1
1888,19.13
1889,19.17
1890,17.41
1891,21.96
1892,10.14
1893,17.42
1894,21.76
1895,12.55
1896,4.6
1897,33.71
1898,6.35
1899,5.77
1900,14.53
1901,6.91
1902,8.1
1903,27.72
1904,10.53
1905,15.24
1906,8.37
1907,28.6
1908,10.9
1909,16.09
1910,28.93
1911,16.18
1912,12.24
1913,2.89
1914,10.31
1915,3.16
1916,1.75
1917,23.94
1918,14.61
1919,6.58
1920,19.84
1921,10.64
1922,1.84
1923,11.6
1924,8.92
1925,7.43
1926,18.75
1927,12.24
1928,10.05
1929,10.08
1930,3.79
1931,10.84
1932,9.89
1933,7.7
1934,13.18
1935,18.05
1936,26.82
1937,12.57
1938,13.49
1939,11.97
1940,11.92
1941,5.29
1942,10.32
1943,26.77
1944,6.8
1945,11.02
1946,0.15
1947,9.93
1948,11.96
1949,17.28
1950,3.5
1951,7.74
1952,5.31
1953,3.49
1954,8.78
1955,16.67
1956,12.61
1957,14.29
1958,21.14
1959,17.99
1960,14.98
1961,7.61
1962,16.13
1963,10.23
1964,17.03
1965,11.66
1966,21.45
1967,5.9
1968,8.19
1969,15.52
1970,2.91
1971,11.7
1972,0.1
1973,18.6
1974,14.13
1975,9.7
1976,1.04
1977,11.3
1978,2.68
1979,8.52
1980,10.42
1981,9.82
1982,4.21
1983,18.14
1984,14.17
1985,10.12
1986,11.28
1987,18.36
1988,9.87
1989,13.18
1990,12.18
1991,8.48
1992,15.2
1993,11.47
1994,10.71
1995,6.79
1996,0.49
1997,5.5
1998,0.48
1999,12.11
2000,10.74
2001,12.55
2002,7.41
2003,15.38
2004,23.88
2005,24.98
2006,3.53
2007,25.06
2008,14.69
2009,21.57
2010,8.64
2011,3.23
2012,9.2
2013,14.33
2014,9.87
2015,8.8
2016,2.9
2017,24.35
2018,20.06
2019,17.99
2020,14.75
2021,22.64
2022,13.56
2023,24.61
2024,11.39
2025,13.75
2026,8.05
2027,19.26
2028,12.48
2029,16.71
2030,4.34
2031,9.06
2032,15.86
2033,22.88
2034,20.07
2035,10.23
2036,13.1
2037,4.32
2038,16.79
2039,10.75
2040,10.52
2041,13.0
2042,19.32
2043,11.56
2044,20.09
2045,8.39
2046,25.7
2047,12.34
2048,9.31
2049,13.87
2050,18.29
2051,11.3
2052,13.19
2053,13.51
2054,15.02
2055,16.14
2056,14.24
2057,14.92
2058,6.15
2059,15.34
2060,12.67
2061,14.07
2062,12.05
2063,9.35
2064,4.25
2065,11.97
2066,12.91
2067,18.43
2068,12.59
2069,22.91
2070,8.28
2071,14.01
2072,7.8
2073,15.97
2074,18.77
2075,17.51
2076,11.12
2077,10.39
2078,16.9
2079,10.33
2080,12.62
2081,7.02
2082,39.1
2083,10.67
2084,8.02
2085,12.64
2086,8.74
2087,13.46
2088,7.27
2089,16.29
2090,10.39
2091,13.0
2092,14.48
2093,14.84
2094,6.73
2095,8.61
2096,12.71
2097,13.2
2098,14.36
2099,5.83
2100,20.01
2101,9.62
2102,8.36
2103,5.32
2104,26.37
2105,15.82
2106,8.85
2107,17.59
2108,23.67
2109,14.1
2110,12.49
2111,17.36
2112,11.74
2113,11.2
2114,11.97
2115,27.58
2116,10.67
2117,6.68
2118,14.69
2119,15.83
2120,9.63
2121,22.24
2122,22.62
2123,8.5
2124,10.68
2125,9.14
2126,18.35
2127,14.32
2128,25.98
2129,9.72
2130,11.29
2131,14.41
2132,11.73
2133,22.79
2134,17.73
2135,7.8
2136,17.29
2137,19.71
2138,4.67
2139,11.9
2140,26.69
